id,wmid,slug,name,state,city,type,num_menu_items
41151,584002019,faragosi-farms,Faragosi Farms,Colorado,Trinidad,dispensary,170
302817,285780864,high-plainz-strains-3,High Plainz Strains - Sedgwick,Colorado,Sedgwick,dispensary,334
334604,895354133,best-invest-llc-dba-best-high,Best High Dispensary,Colorado,Denver,dispensary,741
356428,674864836,best-buds-aurora-dia,Best Buds - Aurora DIA,Colorado,Aurora,dispensary,345
357110,986763951,best-invest-llc-dba-best-high-1,Best High Dispensary - Bryant St,Colorado,Denver,dispensary,744
377740,205387474,snaxland-berkeley,Snaxland - Berkeley,Colorado,Denver,dispensary,589
4673,140791369,a-cut-above-colorado-springs,A Cut Above,Colorado,Colorado Springs,dispensary,206
307890,500316892,strawberry-fields-denver,Strawberry Fields - DTC,Colorado,Denver,dispensary,585
58901,389022373,maggies-farm-pueblo-north,Maggies Farm Pueblo North - Piñon,Colorado,Pueblo,dispensary,412
16527,727944546,mecca-federal,Mecca - Federal,Colorado,Denver,dispensary,632
29074,360501922,denco-adult-use,DENCO - Park Ave.,Colorado,Denver,dispensary,32
366403,742765638,apothecary-farms-422,Apothecary Farms - Pueblo West,Colorado,Pueblo West,dispensary,350
348155,606403167,bleezies,Bleezies,Colorado,Colorado Springs,dispensary,511
59486,897627518,wicked-weed,Wild Wild Weed,Colorado,Ordway,dispensary,239
377739,350420202,snaxland-high,Snaxland High,Colorado,Denver,dispensary,305
44734,253138601,lova-aurora,LOVA - Aurora,Colorado,Aurora,dispensary,298
311075,318698749,the-cannabis-depot-boulder,The Cannabis Depot Boulder,Colorado,Boulder,dispensary,553
52358,313980553,denco-alternative-medicine-recreational,DENCO - 46th Ave.,Colorado,Denver,dispensary,42
406027,206488273,lova-carbondale,LOVA - Carbondale,Colorado,Carbondale,dispensary,431
31175,321431524,best-colorado-meds-adult-use,Best Colorado Cannabis,Colorado,Wheat Ridge,dispensary,586
314139,264305807,the-cannabis-depot-pueblo-west,The Cannabis Depot - Pueblo West,Colorado,Pueblo West,dispensary,796
329864,312829487,social-dispensary-chambers-dia-airport,Social Dispensary - Chambers DIA Airport,Colorado,Denver,dispensary,719
328788,297648712,green-remedy-6,Green Remedy,Colorado,Denver,dispensary,364
61861,723068041,high-plainz-strains-dispensary,High Plainz Strains - Log Lane Village,Colorado,Fort Morgan,dispensary,271
66804,297676209,wild-wild-weed-las-animas,Wild Wild Weed Las Animas,Colorado,Las Animas,dispensary,445
403199,774586105,social-dispensary-thornton,Social Dispensary Thornton,Colorado,Denver,dispensary,740
61862,318804125,cannabotica,Cannabotica,Colorado,Denver,dispensary,304
381714,933060920,snaxland-bryant,Snaxland - Bryant,Colorado,Denver,dispensary,285
337788,921227899,lova-canna-co,LOVA Canna Co,Colorado,Basalt,dispensary,478
48909,621715378,magnolia-road-cannabis-co-2,Magnolia Road Cannabis Co. - Trinidad,Colorado,Trinidad,dispensary,730
357185,807151478,wildflower-dispensary,Wildflowers Dispensary,Colorado,Pueblo West,dispensary,724
47161,616215942,local-product-of-colorado-recreational-2,Local Product of Colorado (Recreational),Colorado,Denver,dispensary,313
398540,102752953,sl-jet-wing,Snaxland Colorado Springs,Colorado,Colorado Springs,dispensary,265
46908,625459753,mile-high-dispensary-recreational,Mile High Dispensary,Colorado,Denver,dispensary,894
406043,236521252,jungle-feva,Jungle Feva,Colorado,Denver,dispensary,127
66157,579644552,sugar-loaf,SugarLoaf,Colorado,Trinidad,dispensary,892
306666,500377689,denco-llc,DENCO - Pueblo West,Colorado,Pueblo,dispensary,52
357746,167077698,best-buds-rino-district,Best Buds - Rino District,Colorado,Denver,dispensary,273
404701,358849704,cannabis-studio,Cannabis Studio,Colorado,Boulder,dispensary,317
35796,899658414,trinidads-higher-calling-u,Trinidads Higher Calling U,Colorado,Trinidad,dispensary,533
44046,722940741,the-green-source-pueblo-west,The Green Source - Pueblo West,Colorado,Pueblo,dispensary,216
391072,663304760,life-flower-dispensary,Life Flower Dispensary,Colorado,Denver,dispensary,829
406440,214758386,higher-grade-by-best-buds-cherry-hills,Higher Grade by Best Buds - Cherry Hills,Colorado,Denver,dispensary,375
406439,171075000,higher-grade-by-best-buds-highlands,Higher Grade by Best Buds - Highlands,Colorado,Denver,dispensary,481
7645,376102614,doctors-orders,Doctors Orders,Colorado,Colorado Springs,dispensary,137
369696,148369994,doctor-s-orders-west,Doctor's Orders West,Colorado,Pueblo West,dispensary,56
52027,641203416,lightshade-peoria-2,Lightshade - Dayton,Colorado,Denver,dispensary,642
64524,490188639,bobby-brown-best-buds,Bobby Brown Best Buds,Colorado,Colorado Springs,dispensary,201
31798,130901285,fox-cannabis-co-adult-use,Fox Cannabis,Colorado,Denver,dispensary,160
29747,124841279,sacred-seed-recreational,Lightshade - Evans,Colorado,Denver,dispensary,607
318131,413668671,social-dispensary-federal,Social Dispensary - Federal,Colorado,Denver,dispensary,478
332786,195014425,apothecary-farms-421,Apothecary Farms - Colorado Springs Academy - REC,Colorado,Colorado Springs,dispensary,316
47149,579711738,stem-beach,Doctors Orders Stem Beach,Colorado,Pueblo,dispensary,71
10350,561249265,maggie-s-farm,Maggies Farm - Colorado Springs North,Colorado,Colorado Springs,dispensary,355
34119,738252736,maggie-s-farm-manitou-adult-use,Maggies Farm Manitou Springs,Colorado,Manitou Springs,dispensary,308
28212,720713236,magnolia-road-cannabis-co,Magnolia Road Cannabis Co. - Boulder - Medical,Colorado,Boulder,dispensary,371
406385,237129323,area-420-outlet,Area 420 Outlet,Colorado,Moffat,dispensary,200
405195,408574488,dark-sky-dispensary,Dark Sky Dispensary,Colorado,Naturita,dispensary,274
45862,123253598,cannabis-recreational,The Joint Denver,Colorado,Denver,dispensary,492
51408,131940506,rocky-road-original,Magnolia Road Cannabis Medical,Colorado,Colorado Springs,dispensary,231
351417,236744208,callie-s-cannabis-shoppe-broomfield,Callie's Cannabis Shoppe Broomfield,Colorado,Broomfield,dispensary,728
7400,935734549,rocky-mountain-high-montrose,Rocky Mountain High - Montrose,Colorado,Montrose,dispensary,309
374015,961133654,nuvue-pharma-1,NuVue Pharma - Gunnison,Colorado,Gunnison,dispensary,369
347010,106706774,the-sacred-blend-1,The Sacred Blend,Colorado,Moffat,dispensary,1069
316114,194938548,buku-loud-1,BuKu LOUD,Colorado,Colorado Springs,dispensary,121
314248,159505912,alpine-essentials,Alpine Essentials,Colorado,Palmer Lake,dispensary,691
309980,973226673,magic-city-cannabis-colorado,Magic City Cannabis - Colorado,Colorado,Denver,dispensary,486
52505,804987977,nuvue-pueblo,NuVue - Pueblo North,Colorado,Pueblo,dispensary,482
29198,862096602,amch-adult-use,AMCH RECREATIONAL,Colorado,Denver,dispensary,682
304269,102075577,nuvue-pueblo-east,NuVue - Pueblo East,Colorado,Pueblo,dispensary,283
3480,323142845,alternative-medicine-on-capitol-hill,AMCH - MEDICAL,Colorado,Denver,dispensary,258
36608,738686139,biomeds,BioMeds,Colorado,Colorado Springs,dispensary,443
355808,139487900,the-center-3,The Center CO,Colorado,Denver,dispensary,536
307621,441964989,nuvue-pharma-denver,NuVue Pharma - Denver,Colorado,Denver,dispensary,385
62988,984154699,nuvue-trinidad,NuVue - Trinidad,Colorado,Trinidad,dispensary,276
309777,569432272,dispensary-exit-243-1,Dispensary Exit 243,Colorado,Idaho Springs,dispensary,0
51218,778946547,seed-smith-cannabis,Seed & Smith Cannabis,Colorado,Denver,dispensary,308
52037,923279183,rocky-mountain-blaze,Rocky Mountain Blaze Recreational,Colorado,Pueblo West,dispensary,325
42757,122479920,lova-colfax,LOVA Colfax,Colorado,Denver,dispensary,412
6255,267397171,lova-edgewater,LOVA Edgewater,Colorado,Edgewater,dispensary,504
28997,423687521,lakeshore-cannabis,Lakeshore Cannabis,Colorado,Edgewater,dispensary,383
389205,537888773,cannabis-world-dispensary,Cannabis World,Colorado,Denver,dispensary,501
7370,761637070,karing-kind,Karing Kind - Adult Use,Colorado,Boulder,dispensary,211
314852,200670777,police-and-thieves-colfax,Police & Thieves Weed Dispensary East Colfax,Colorado,Denver,dispensary,450
38870,713108176,mecca-oneida-st,Mecca - Oneida St.,Colorado,Denver,dispensary,648
350499,914197279,traphouse-denver-east,Traphouse,Colorado,Denver,dispensary,263
381954,996044672,fireplace-dispensary,The Fireplace,Colorado,Brighton,dispensary,673
25367,955718362,terrapin-care-station,Terrapin Care Station - Central Boulder,Colorado,Boulder,dispensary,435
368615,145630067,zuma-b-llc-dba-the-buzz-gj,The Buzz - Grand Junction,Colorado,Grand Junction,dispensary,810
403726,686602488,lucy-sky-cannabis-boutique-3,Lucy Sky Santa Fe,Colorado,Sheridan,dispensary,282
378601,929054654,roots-rx-cannabis-dispensary-edwards,Roots RX Cannabis Dispensary Edwards,Colorado,Edwards,dispensary,352
406438,310369303,higher-grade-by-best-buds-downtown,Higher Grade by Best Buds - Downtown,Colorado,Denver,dispensary,294
382075,520772084,apothecary-farms-rec,Apothecary Farms Delta REC,Colorado,Colorado Springs,dispensary,249
367558,972866791,apothecary-farms-federal,Apothecary Farms - Federal,Colorado,Denver,dispensary,197
382073,669488711,apothecary-farms-garden-of-the-gods-rec,Apothecary Farms - Garden of the Gods REC,Colorado,Colorado Springs,dispensary,300
369013,109497581,spark-co,Spark Co,Colorado,Colorado Springs,dispensary,971
367559,371527396,cream-1,CREAM,Colorado,Colorado Springs,dispensary,482
61979,573322249,apothecary-farms-denver-1,Apothecary Farms Denver,Colorado,Denver,dispensary,188
347060,684557062,kika-kush-1,Kika Kush-Nevada,Colorado,Colorado Springs,dispensary,444
59943,945725347,apothecary-farms-pueblo-2,Apothecary Farms Pueblo,Colorado,Pueblo,dispensary,262
51641,609559090,apothecary-farms-co,Apothecary Farms Delta MED,Colorado,Colorado Springs,dispensary,185
332595,830665575,apothecary-farms,Apothecary Farms - Garden of the Gods MED,Colorado,Colorado Springs,dispensary,174
53626,820557890,herbal-healing-colorado-ave,Herbal Healing - Fillmore St,Colorado,Colorado Springs,dispensary,836
338398,268793055,ripple-cannabis-co,Ripple Cannabis Co,Colorado,Colorado Springs,dispensary,741
362008,736935020,pure-n-academy,Pure Central,Colorado,Colorado Springs,dispensary,1387
6691,255536494,cannabicare,Cannabicare,Colorado,Colorado Springs,dispensary,550
61895,427454473,apothecary-farms-denver,Apothecary Farms Denver MED,Colorado,Denver,dispensary,128
42148,916492223,silver-stem-cannabis,Silver Stem Fine Cannabis Englewood/Sheridan,Colorado,Sheridan,dispensary,650
325451,821333898,kika-kush,Kika Kush-Circle,Colorado,Colorado Springs,dispensary,1140
4469,720332681,callies-cannabis-shoppe-rino,Callie's Cannabis Shoppe - RiNo,Colorado,Denver,dispensary,603
45371,572628227,altitude-organic-medicine-2-2,Altitude Organic Medicine - Platte Ave,Colorado,Colorado Springs,dispensary,211
406261,330510465,apothecary-farms-colorado-springs-21st-med,Apothecary Farms - Colorado Springs Academy - MED,Colorado,Colorado Springs,dispensary,202
321593,380329285,green-valley-dispensary,Green Valley Dispensary,Colorado,Denver,dispensary,1157
6279,336283310,growlife,Grow Life,Colorado,Colorado Springs,dispensary,454
44338,676707781,floraco-colorado-springs,Floraco,Colorado,Colorado Springs,dispensary,325
59942,559904569,apothecary-farms-pueblo,Apothecary Farms Pueblo MED,Colorado,Pueblo,dispensary,169
302869,720051241,next-level-cannabis-walsenburg,Next Level Cannabis,Colorado,Walsenburg,dispensary,208
6617,988528531,the-healing-canna-west,The Healing Canna West,Colorado,Colorado Springs,dispensary,452
47587,240886815,kind-care-of-colorado-2,Kind Care Of Colorado - 21+,Colorado,Fort Collins,dispensary,891
5884,213191557,pure-north-colorado-springs,Pure North,Colorado,Colorado Springs,dispensary,1138
304270,408867111,lova-sheridan,LOVA - Sheridan,Colorado,Lakewood,dispensary,497
31965,244554237,golden-meds-adult-use,Golden Meds - Peoria St.,Colorado,Denver,dispensary,970
25383,341134523,the-64-store,The 64 Store,Colorado,Colorado Springs,dispensary,614
408634,315159772,apothecary-farms-west-colorado-springs-rec,Apothecary Farms – Colorado Ave – REC,Colorado,Colorado Springs,dispensary,299
52284,945303113,green-farm,Green Farms,Colorado,Colorado Springs,dispensary,815
9688,932032304,golden-alternative-medicine,Verts Neighborhood Dispensary,Colorado,Golden,dispensary,520
43646,654063137,altitude-organic-medicine-2,Altitude Organic Medicine - Academy Blvd,Colorado,Colorado Springs,dispensary,443
373614,392073827,high-ways-dispensary,High Ways Dispensary,Colorado,Craig,dispensary,884
8998,583894655,pure-west-colorado-springs,Pure West,Colorado,Colorado Springs,dispensary,853
310101,302767393,social-dispensary-louisville,Social Dispensary - Louisville,Colorado,Louisville,dispensary,596
45477,933160526,ace-s-place-recreational,Ace's Place,Colorado,Fort Collins,dispensary,472
6008,562797771,cannabis-station,Cannabis Station By Rocky Mountain High,Colorado,Denver,dispensary,322
66443,383355697,silver-stem-fine-cannabis-northfield,Silver Stem Fine Cannabis Northfield,Colorado,Commerce City,dispensary,594
5890,863425593,todays-health-care,The Green Source - Fillmore,Colorado,Colorado Springs,dispensary,259
18027,693461743,altitude-organic-medicine,Altitude Organic Medicine - South Tejon,Colorado,Colorado Springs,dispensary,69
39839,989707786,elevations,Elevations,Colorado,Colorado Springs,dispensary,854
52283,780711009,golden-meds-3,Golden Meds - Pikes Peak,Colorado,Colorado Springs,dispensary,675
62987,397381581,nuvue-colorado-springs,NuVue - Colorado Springs,Colorado,Colorado Springs,dispensary,343
15815,137559895,todays-health-care-ii,The Green Source - 8th Street,Colorado,Colorado Springs,dispensary,203
43778,289442421,silver-stem-fine-cannabis-recreational,Silver Stem Fine Cannabis Denver East,Colorado,Denver,dispensary,354
47645,326866022,doctors-orders-3,SoHi Dispensary,Colorado,Denver,dispensary,392
60832,503149064,high-tops-powers,Hightops - Powers,Colorado,Colorado Springs,dispensary,463
332314,371932834,elite-cannabis-3,Elite Cannabis - Zenobia,Colorado,Denver,dispensary,729
325448,465863913,confidential-cannabis,Confidential Cannabis,Colorado,Colorado Springs,dispensary,354
356434,107943026,lucky-cat-cannabis-co,Lucky Cat Cannabis Co,Colorado,Colorado Springs,dispensary,258
408635,267031280,apothecary-farms-west-colorado-springs-med,Apothecary Farms – Colorado Ave – MED,Colorado,Colorado Springs,dispensary,222
314384,512073251,lova-durango,LOVA Durango,Colorado,Durango,dispensary,847
59489,674724354,spark-3,Spark Dispensary,Colorado,Denver,dispensary,1239
67262,882265143,fountain-organics,Fountain Organics,Colorado,Colorado Springs,dispensary,199
348754,841579974,del-mundo-llc,Del Mundo,Colorado,Denver,dispensary,448
29005,941560442,dank-colorado-adult-use-denvers-best,DANK Colorado - Adult Use,Colorado,Denver,dispensary,216
401130,423149658,kush-club-1,Kush Club,Colorado,Colorado Springs,dispensary,422
16106,972761255,dank,DANK Colorado - Medical Use,Colorado,Denver,dispensary,64
64500,794512042,berkeley-dispensary,Berkeley Dispensary,Colorado,Arvada,dispensary,1125
35696,989588882,terrapin-care-station-aurora,Terrapin Care Station - Aurora,Colorado,Aurora,dispensary,461
306652,642459599,golden-meds-quebec-st-1,Golden Meds - Quebec,Colorado,Denver,dispensary,664
309114,421882997,callie-s-cannabis-shoppe-denver,Callie's Cannabis Shoppe Denver,Colorado,Denver,dispensary,334
62568,438076673,elevated-longmont,KindCare - Longmont,Colorado,Longmont,dispensary,779
370122,896256102,canna-care-1,Canna Care,Colorado,Grand Junction,dispensary,432
60433,999741794,twin-peaks-dispensary,Twin Peaks Dispensary,Colorado,Longmont,dispensary,661
49458,250730256,1136-yuma,1136 Yuma,Colorado,Denver,dispensary,362
8297,180319405,high-tops-colorado-springs,Hightops - Royer,Colorado,Colorado Springs,dispensary,500
56870,717003337,green-pharm-2,Green Pharm 2,Colorado,Colorado Springs,dispensary,1250
329482,966465821,park-hill-gardens,Park Hill Gardens,Colorado,Denver,dispensary,626
46589,239624374,garden-of-the-budz,Garden of the Budz,Colorado,Colorado Springs,dispensary,126
43701,609957243,denver-terrapincarestation-recreational,Terrapin Care Station - Denver,Colorado,Denver,dispensary,406
4752,685751817,rocky-mountain-high-denver,Rocky Mountain High - LoDo,Colorado,Denver,dispensary,438
44310,692312802,three-rivers-organics,Three Rivers Dispensary - MED,Colorado,Pueblo,dispensary,62
50560,776438359,three-rivers-organics-rec,Three Rivers Dispensary - REC,Colorado,Pueblo,dispensary,91
11501,735753546,emj-s,EmJ's,Colorado,Colorado Springs,dispensary,430
57829,721686303,cherry-peak,Cherry Peak,Colorado,Glendale,dispensary,601
334328,613215408,total-green-llc,Total Green LLC,Colorado,Colorado Springs,dispensary,182
403333,706869442,happy-weed-llc,Tropicanna Bliss,Colorado,Colorado Springs,dispensary,237
29002,517477838,denver-kush-club-more-than-a-club-adult-use,Denver Kush Club - Recreational / Medical,Colorado,Denver,dispensary,554
407405,402470010,lux-verde,Lux Verde,Colorado,Pueblo West,dispensary,364
28853,576701769,todays-health-care-lll,The Green Source - Platte Ave,Colorado,Colorado Springs,dispensary,259
6077,494433171,mecca-lakewood,Mecca - Lakewood,Colorado,Lakewood,dispensary,821
367127,488479505,social-dispensary-lowry,Social Dispensary Lowry,Colorado,Denver,dispensary,736
6128,679528319,golden-meds-broadway-st,Golden Meds - Broadway St.,Colorado,Denver,dispensary,566
47273,861849581,strawberry-fields-adult-use-north,Strawberry Fields Pueblo North,Colorado,Pueblo,dispensary,346
392641,509205051,high-popeye,High Popeye,Colorado,Denver,dispensary,789
63170,759494162,the-green-source-4,The Green Source - Lake,Colorado,Colorado Springs,dispensary,239
384228,506637912,sunnyside-gardens,Sunnyside Gardens,Colorado,Denver,dispensary,707
320847,242159907,elite-61,Elite,Colorado,Denver,dispensary,911
361005,852801118,green-tree-medicinals-of-boulder,Green Tree Medicinals of Boulder,Colorado,Boulder,dispensary,866
34729,727918745,telluride-bud-company-2-2,Telluride Bud Company - Telluride,Colorado,Telluride,dispensary,0
60807,665579157,three-rivers-dispensary-pueblo-west,Three Rivers Dispensary Pueblo West,Colorado,Pueblo West,dispensary,62
59300,940456916,green-tree-medicinals-of-berthoud,Green Tree Medicinals Berthoud MED,Colorado,Berthoud,dispensary,156
34361,141389673,verts-medical-marijuana-dispensary,Verts Neighborhood Dispensary,Colorado,Fort Collins,dispensary,940
60173,385490656,terrapin-care-station-longmont,Terrapin Care Station - Longmont,Colorado,Longmont,dispensary,414
5195,662648734,cannamart,Silver Stem Fine Cannabis Littleton,Colorado,Littleton,dispensary,753
330769,776145987,silver-stem-broadmoor,Silver Stem Fine Cannabis Broadmoor,Colorado,Colorado Springs,dispensary,490
44476,226827905,silver-stem-fine-cannabis-lakewood-recreational,Silver Stem Fine Cannabis Denver South,Colorado,Denver,dispensary,577
321086,381671691,yuma-way,Stadium Gardens,Colorado,Commerce City,dispensary,719
397928,383294489,social-dispensary-reunion-denver-airport,Social Dispensary Reunion Denver Airport,Colorado,Commerce City,dispensary,707
301049,444886184,canna-city-3,Canna City,Colorado,Commerce City,dispensary,812
381910,252332467,mecca-cannabis-havana,Mecca Cannabis - Havana,Colorado,Aurora,dispensary,540
58210,159387776,lucy-sky-cannabis-boutique,Lucy Sky Federal,Colorado,Sheridan,dispensary,260
52837,245975300,silver-stem-fine-cannabis-fraser-winter-park-area-rec-21,Silver Stem Fine Cannabis - Fraser Winter Park Rec,Colorado,Fraser,dispensary,288
378600,597101417,roots-rx-cannabis-dispensary-vail,Roots RX Cannabis Dispensary Vail,Colorado,Avon,dispensary,413
309088,728911047,lowell-gardens,Gardens Dispensary - Regis Lowell,Colorado,Denver,dispensary,695
346248,252901869,morrison-gardens,Morrison Gardens - Denver,Colorado,Denver,dispensary,581
305051,359351786,silver-stem-fine-cannabis-nederland-boulder,Silver Stem Fine Cannabis Nederland/Boulder,Colorado,Nederland,dispensary,643
339999,425069009,three-rivers-dispensary-broadway-rec,Three Rivers Dispensary Denver,Colorado,Denver,dispensary,89
26301,940501248,la-casa-cannabis-2,La Casa Cannabis,Colorado,San Luis,dispensary,0
389171,275254400,silver-stem-fine-cannabis-fort-lupton,Silver Stem Fine Cannabis - Fort Lupton,Colorado,Fort Lupton,dispensary,348
342129,927406095,silver-stem-fine-cannabis,Silver Stem Fine Cannabis - Bonnie Brae,Colorado,Denver,dispensary,535
403198,886017742,social-cannabis-dispensary-brighton,Social Dispensary Brighton,Colorado,Brighton,dispensary,388
330768,159700827,silver-stem-rockrimmon,Silver Stem Fine Cannabis Rockrimmon,Colorado,Colorado Springs,dispensary,388
57794,822952439,terrapin-care-station-manhattan-circle,Terrapin Care Station - South Boulder,Colorado,Boulder,dispensary,478
305007,618488553,cookies-denver,Cookies Denver,Colorado,Denver,dispensary,176
401103,779542552,flavors-cannabis-dispensary,Flavors - Circle,Colorado,Colorado Springs,dispensary,347
398398,121526160,jay-s-downtown-dispensary,Jay's Downtown Dispensary,Colorado,Sterling,dispensary,330
64089,212605112,colorados-kindest,Colorado's Kindest Rec Dispensary,Colorado,Del Norte,dispensary,0
318699,189873825,xclusive-smith,Xclusive Cannabis - Smith Rd.,Colorado,Denver,dispensary,134
385538,153959197,nobo-2,NOBO - Denver,Colorado,Denver,dispensary,294
405401,270697061,green-world-express-2,Green World Express,Colorado,Antonito,dispensary,0
408899,884679541,gardens-dispensary-englewood,Gardens Dispensary - Englewood,Colorado,Englewood,dispensary,507
340000,665343583,three-rivers-dispensary-broadway-med,Three Rivers Dispensary Denver MED,Colorado,Denver,dispensary,23
